cavitynest_interactor,recorder,BBS_InteractionPairs_entry,BOW_citation,Genus,Species,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Seq,AOU
,,,,Melospiza,georgiana,Swamp Sparrow,Bruant des marais,Melospiza georgiana,Passeriformes,Passerellidae,1324,5840
,,,,Melozone,fusca,Canyon Towhee,Tohi des canyons,Melozone fusca,Passeriformes,Passerellidae,1326,5910
,,,,Melozone,aberti,Abert's Towhee,Tohi d'Abert,Melozone aberti,Passeriformes,Passerellidae,1328,5920
,,,,Melozone,crissalis,California Towhee,Tohi de Californie,Melozone crissalis,Passeriformes,Passerellidae,1329,5911
,,,,Aimophila,ruficeps,Rufous-crowned Sparrow,Tohi à calotte fauve,Aimophila ruficeps,Passeriformes,Passerellidae,1333,5800
,,,,Pipilo,chlorurus,Green-tailed Towhee,Tohi à queue verte,Pipilo chlorurus,Passeriformes,Passerellidae,1335,5900
,,,,Pipilo,maculatus,Spotted Towhee,Tohi tacheté,Pipilo maculatus,Passeriformes,Passerellidae,1336,5880
,,,,Pipilo,erythrophthalmus,Eastern Towhee,Tohi à flancs roux,Pipilo erythrophthalmus,Passeriformes,Passerellidae,1337,5870
,,,,Pipilo,maculatus / erythrophthalmus,unid. Spotted Towhee / Eastern Towhee,unid Tohi tacheté / Tohi à flancs roux,Pipilo maculatus / erythrophthalmus,Passeriformes,Passerellidae,1338,5871
,,,,Icteria,virens,Yellow-breasted Chat,Ictérie polyglotte,Icteria virens,Passeriformes,Icteriidae,1343,6830
,,,,Xanthocephalus,xanthocephalus,Yellow-headed Blackbird,Carouge à tête jaune,Xanthocephalus xanthocephalus,Passeriformes,Icteridae,1344,4970
,,,,Dolichonyx,oryzivorus,Bobolink,Goglu des prés,Dolichonyx oryzivorus,Passeriformes,Icteridae,1345,4940
secondary,EP,8/31/2022,"Jaster, L. A., W. E. Jensen, and W. E. Lanyon (2020). Eastern Meadowlark (Sturnella magna), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.easmea.01",Sturnella,magna,Eastern Meadowlark,Sturnelle des prés,Sturnella magna,Passeriformes,Icteridae,1346,5010
secondary,EP,8/31/2022,"Davis, S. K. and W. E. Lanyon (2020). Western Meadowlark (Sturnella neglecta), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wesmea.01",Sturnella,neglecta,Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,Passeriformes,Icteridae,1347,5011
,,,,Sturnella,magna / neglecta,unid. Eastern Meadowlark / Western Meadowlark,unid Sturnelle des prés / Sturnelle de l'Ouest,Sturnella magna / neglecta,Passeriformes,Icteridae,1348,5012
,,,,Icterus,spurius,Orchard Oriole,Oriole des vergers,Icterus spurius,Passeriformes,Icteridae,1356,5060
,,,,Icterus,cucullatus,Hooded Oriole,Oriole masqué,Icterus cucullatus,Passeriformes,Icteridae,1357,5050
,,,,Icterus,bullockii,Bullock's Oriole,Oriole de Bullock,Icterus bullockii,Passeriformes,Icteridae,1361,5080
,,,,Icterus,pectoralis,Spot-breasted Oriole,Oriole maculé,Icterus pectoralis,Passeriformes,Icteridae,1363,5032
,,,,Icterus,gularis,Altamira Oriole,Oriole à gros bec,Icterus gularis,Passeriformes,Icteridae,1364,5031
,,,,Icterus,graduacauda,Audubon's Oriole,Oriole d'Audubon,Icterus graduacauda,Passeriformes,Icteridae,1365,5030
secondary,EP,3/19/2019; checked 8/31/2022,"Rising, J. D. and N. J. Flood (2020). Baltimore Oriole (Icterus galbula), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.balori.01",Icterus,galbula,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,Passeriformes,Icteridae,1366,5070
,,,,Icterus,bullockii x galbula,hybrid Bullock's Oriole x Baltimore Oriole,hybride Oriole de Baltimore x Oriole de Bullock's,Icterus bullockii x galbula,Passeriformes,Icteridae,1367,5078
,,,,Icterus,bullockii / galbula,unid. Bullock's Oriole / Baltimore Oriole,unid Oriole de Baltimore / Oriole de Bullock's,Icterus bullockii / galbula,Passeriformes,Icteridae,1368,5077
,,,,Icterus,parisorum,Scott's Oriole,Oriole jaune-verdâtre,Icterus parisorum,Passeriformes,Icteridae,1370,5040
tertiary,,,,Agelaius,phoeniceus,Red-winged Blackbird,Carouge à épaulettes,Agelaius phoeniceus,Passeriformes,Icteridae,1371,4980
,,,,Agelaius,tricolor,Tricolored Blackbird,Carouge de Californie,Agelaius tricolor,Passeriformes,Icteridae,1372,5000
,,,,Molothrus,bonariensis,Shiny Cowbird,Vacher luisant,Molothrus bonariensis,Passeriformes,Icteridae,1374,4961
secondary,EP,8/31/2022,"Ellison, K. and P. E. Lowther (2020). Bronzed Cowbird (Molothrus aeneus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.brocow.01",Molothrus,aeneus,Bronzed Cowbird,Vacher bronzé,Molothrus aeneus,Passeriformes,Icteridae,1375,4960
secondary,EP,3/26/2019; checked 8/31/2022,"Lowther, P. E. (2020). Brown-headed Cowbird (Molothrus ater), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bnhcow.01",Molothrus,ater,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,Passeriformes,Icteridae,1376,4950
,,,,Molothrus,aeneus / ater,unid. Bronzed Cowbird / Brown-headed Cowbird,unid Vacher bronzé / à tête brune,Molothrus aeneus / ater,Passeriformes,Icteridae,1377,4955
tertiary,,,,Euphagus,carolinus,Rusty Blackbird,Quiscale rouilleux,Euphagus carolinus,Passeriformes,Icteridae,1380,5090
,,,,Euphagus,cyanocephalus,Brewer's Blackbird,Quiscale de Brewer,Euphagus cyanocephalus,Passeriformes,Icteridae,1381,5100
,,,,Quiscalus,quiscula,Common Grackle,Quiscale bronzé,Quiscalus quiscula,Passeriformes,Icteridae,1382,5110
,,,,Quiscalus,major,Boat-tailed Grackle,Quiscale des marais,Quiscalus major,Passeriformes,Icteridae,1383,5130
,,,,Quiscalus,mexicanus,Great-tailed Grackle,Quiscale à longue queue,Quiscalus mexicanus,Passeriformes,Icteridae,1384,5120
,,,,Quiscalus,major / mexicanus,unid. Boat-tailed Grackle / Great-tailed Grackle,unid Quiscale des marais / Quiscale à longue queue,Quiscalus major / mexicanus,Passeriformes,Icteridae,1385,5135
,,,,Seiurus,aurocapilla,Ovenbird,Paruline couronnée,Seiurus aurocapilla,Passeriformes,Parulidae,1386,6740
,,,,Helmitheros,vermivorum,Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,Passeriformes,Parulidae,1387,6390
,,,,Parkesia,motacilla,Louisiana Waterthrush,Paruline hochequeue,Parkesia motacilla,Passeriformes,Parulidae,1388,6760
,,,,Parkesia,noveboracensis,Northern Waterthrush,Paruline des ruisseaux,Parkesia noveboracensis,Passeriformes,Parulidae,1389,6750
,,,,Vermivora,chrysoptera,Golden-winged Warbler,Paruline à ailes dorées,Vermivora chrysoptera,Passeriformes,Parulidae,1390,6420
,,,,Vermivora,cyanoptera,Blue-winged Warbler,Paruline à ailes bleues,Vermivora cyanoptera,Passeriformes,Parulidae,1391,6410
,,,,Vermivora,cyanoptera x chrysoptera,Brewster's Warbler (Golden-winged x Blue-winged),Paruline de Brewster,Vermivora cyanoptera x chrysoptera,Passeriformes,Parulidae,1392,6412
,,,,Vermivora,chrysoptera x cyanoptera,Lawrence's Warbler (Golden-winged x Blue-winged),Paruline de Lawrence,Vermivora chrysoptera x cyanoptera,Passeriformes,Parulidae,1393,6413
secondary,EP,3/21/2019; 9/1/2022,"Kricher, J. C. (2020). Black-and-white Warbler (Mniotilta varia), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bawwar.01",Mniotilta,varia,Black-and-white Warbler,Paruline noir et blanc,Mniotilta varia,Passeriformes,Parulidae,1394,6360
secondary,EP,9/1/2022,"Petit, L. J. (2020). Prothonotary Warbler (Protonotaria citrea), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.prowar.01",Protonotaria,citrea,Prothonotary Warbler,Paruline orangée,Protonotaria citrea,Passeriformes,Parulidae,1395,6370
,,,,Limnothlypis,swainsonii,Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,Passeriformes,Parulidae,1396,6380
,,,,Leiothlypis,peregrina,Tennessee Warbler,Paruline obscure,Leiothlypis peregrina,Passeriformes,Parulidae,1398,6470
secondary,EP,9/1/2022,"Gilbert, W. M., M. K. Sogge, and C. van Riper (2020). Orange-crowned Warbler (Leiothlypis celata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.orcwar.01",Leiothlypis,celata,Orange-crowned Warbler,Paruline verdâtre,Leiothlypis celata,Passeriformes,Parulidae,1399,6460
secondary,EP,4/4/2019; checked 9/2/2022,"Johnson, R. R., H. K. Yard, and B. T. Brown (2020). Lucy's Warbler (Leiothlypis luciae), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.lucwar.01",Leiothlypis,luciae,Lucy's Warbler,Paruline de Lucy,Leiothlypis luciae,Passeriformes,Parulidae,1401,6430
secondary,EP,9/2/2022,"Lowther, P. E. and J. M. Williams (2020). Nashville Warbler (Leiothlypis ruficapilla), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.naswar.01",Leiothlypis,ruficapilla,Nashville Warbler,Paruline à joues grises,Leiothlypis ruficapilla,Passeriformes,Parulidae,1402,6450
,,,,Leiothlypis,virginiae,Virginia's Warbler,Paruline de Virginia,Leiothlypis virginiae,Passeriformes,Parulidae,1403,6440
,,,,Oporornis,agilis,Connecticut Warbler,Paruline à gorge grise,Oporornis agilis,Passeriformes,Parulidae,1404,6780
secondary,EP,9/2/2022,"Pitocchelli, J. (2020). MacGillivray's Warbler (Geothlypis tolmiei), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.macwar.01",Geothlypis,tolmiei,MacGillivray's Warbler,Paruline des buissons,Geothlypis tolmiei,Passeriformes,Parulidae,1406,6800
,,,,Geothlypis,philadelphia,Mourning Warbler,Paruline triste,Geothlypis philadelphia,Passeriformes,Parulidae,1407,6790
,,,,Geothlypis,formosa,Kentucky Warbler,Paruline du Kentucky,Geothlypis formosa,Passeriformes,Parulidae,1408,6770
,,,,Geothlypis,trichas,Common Yellowthroat,Paruline masquée,Geothlypis trichas,Passeriformes,Parulidae,1412,6810
,,,,Setophaga,citrina,Hooded Warbler,Paruline à capuchon,Setophaga citrina,Passeriformes,Parulidae,1414,6840
secondary,PLZ,3/19/2019-11/23/2021,"Sherry, T. W., R. T. Holmes, P. Pyle, and M. A. Patten (2020). American Redstart (Setophaga ruticilla), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.amered.01",Setophaga,ruticilla,American Redstart,Paruline flamboyante,Setophaga ruticilla,Passeriformes,Parulidae,1415,6870
,,,,Setophaga,kirtlandii,Kirtland's Warbler,Paruline de Kirtland,Setophaga kirtlandii,Passeriformes,Parulidae,1416,6700
,,,,Setophaga,tigrina,Cape May Warbler,Paruline tigrée,Setophaga tigrina,Passeriformes,Parulidae,1417,6500
secondary,EP,3/26/2019; checked 9/12/2022,"Buehler, D. A., P. B. Hamel, and T. Boves (2020). Cerulean Warbler (Setophaga cerulea), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.cerwar.01",Setophaga,cerulea,Cerulean Warbler,Paruline azurée,Setophaga cerulea,Passeriformes,Parulidae,1418,6580
,,,,Setophaga,americana,Northern Parula,Paruline à collier,Setophaga americana,Passeriformes,Parulidae,1419,6480
,,,,Setophaga,pitiayumi,Tropical Parula,Paruline à joues noires,Setophaga pitiayumi,Passeriformes,Parulidae,1420,6490
,,,,Setophaga,magnolia,Magnolia Warbler,Paruline à tête cendrée,Setophaga magnolia,Passeriformes,Parulidae,1421,6570
tertiary,,,,Setophaga,castanea,Bay-breasted Warbler,Paruline à poitrine baie,Setophaga castanea,Passeriformes,Parulidae,1422,6600
,,,,Setophaga,fusca,Blackburnian Warbler,Paruline à gorge orangée,Setophaga fusca,Passeriformes,Parulidae,1423,6620
secondary,EP,3/28/2019; checked 9/13/2022,"Lowther, P. E., C. Celada, N. K. Klein, C. C. Rimmer, and D. A. Spector (2020). Yellow Warbler (Setophaga petechia), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yelwar.01",Setophaga,petechia,Yellow Warbler,Paruline jaune,Setophaga petechia,Passeriformes,Parulidae,1424,6520
,,,,Setophaga,pensylvanica,Chestnut-sided Warbler,Paruline à flancs marron,Setophaga pensylvanica,Passeriformes,Parulidae,1425,6590
,,,,Setophaga,striata,Blackpoll Warbler,Paruline rayée,Setophaga striata,Passeriformes,Parulidae,1426,6610
,,,,Setophaga,caerulescens,Black-throated Blue Warbler,Paruline bleue,Setophaga caerulescens,Passeriformes,Parulidae,1427,6540
tertiary,,,,Setophaga,palmarum,Palm Warbler,Paruline à couronne rousse,Setophaga palmarum,Passeriformes,Parulidae,1428,6720
,,,,Setophaga,pinus,Pine Warbler,Paruline des pins,Setophaga pinus,Passeriformes,Parulidae,1429,6710
secondary,EP,3/26/2019; checked 9/19/2022,"Hunt, P. D. and D. J. Flaspohler (2020). Yellow-rumped Warbler (Setophaga coronata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yerwar.01",Setophaga,coronata coronata,(Myrtle Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe coronata),Setophaga coronata coronata,Passeriformes,Parulidae,1430,6550
secondary,EP,3/26/2019; checked 9/19/2022,"Hunt, P. D. and D. J. Flaspohler (2020). Yellow-rumped Warbler (Setophaga coronata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yerwar.02",Setophaga,coronata audoboni,(Audubon's Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe auduboni),Setophaga coronata audoboni,Passeriformes,Parulidae,1431,6560
secondary,EP,3/26/2019; checked 9/19/2022,"Hunt, P. D. and D. J. Flaspohler (2020). Yellow-rumped Warbler (Setophaga coronata), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yerwar.03",Setophaga,coronata,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Par. à croupion jaune (sous-espèce non identifié),Setophaga coronata,Passeriformes,Parulidae,1432,6556
,,,,Setophaga,dominica,Yellow-throated Warbler,Paruline à gorge jaune,Setophaga dominica,Passeriformes,Parulidae,1433,6630
,,,,Setophaga,discolor,Prairie Warbler,Paruline des prés,Setophaga discolor,Passeriformes,Parulidae,1434,6730
,,,,Setophaga,graciae,Grace's Warbler,Paruline de Grace,Setophaga graciae,Passeriformes,Parulidae,1435,6640
,,,,Setophaga,nigrescens,Black-throated Gray Warbler,Paruline grise,Setophaga nigrescens,Passeriformes,Parulidae,1436,6650
,,,,Setophaga,townsendi,Townsend's Warbler,Paruline de Townsend,Setophaga townsendi,Passeriformes,Parulidae,1437,6680
,,,,Setophaga,occidentalis,Hermit Warbler,Paruline à tête jaune,Setophaga occidentalis,Passeriformes,Parulidae,1438,6690
,,,,Setophaga,townsendi x occidentalis,hybrid Townsend's Warbler x Hermit Warbler,hybride Paruline de Townsend x à tête jaune,Setophaga townsendi x occidentalis,Passeriformes,Parulidae,1439,6686
,,,,Setophaga,townsendi / occidentalis,unid. Townsend's Warbler / Hermit Warbler,unid Paruline de Townsend / Paruline à tête jaune,Setophaga townsendi / occidentalis,Passeriformes,Parulidae,1440,6685
,,,,Setophaga,chrysoparia,Golden-cheeked Warbler,Paruline à dos noir,Setophaga chrysoparia,Passeriformes,Parulidae,1441,6660
secondary,IH,9/20/2022-9/21/2022,"Morse, D. H. and A. F. Poole (2020). Black-throated Green Warbler (Setophaga virens), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.btnwar.01",Setophaga,virens,Black-throated Green Warbler,Paruline à gorge noire,Setophaga virens,Passeriformes,Parulidae,1442,6670
,,,,Cardellina,canadensis,Canada Warbler,Paruline du Canada,Cardellina canadensis,Passeriformes,Parulidae,1447,6860
secondary,IH,4/2/2019; 9/13/2022,"Ammon, E. M. and W. M. Gilbert (2020). Wilson's Warbler (Cardellina pusilla), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wlswar.01",Cardellina,pusilla,Wilson's Warbler,Paruline à calotte noire,Cardellina pusilla,Passeriformes,Parulidae,1448,6850
,,,,Cardellina,rubrifrons,Red-faced Warbler,Paruline à face rouge,Cardellina rubrifrons,Passeriformes,Parulidae,1449,6900
,,,,Myioborus,pictus,Painted Redstart,Paruline à ailes blanches,Myioborus pictus,Passeriformes,Parulidae,1452,6880
,,,,Piranga,flava,Hepatic Tanager,Piranga orangé,Piranga flava,Passeriformes,Cardinalidae,1455,6090
,,,,Piranga,rubra,Summer Tanager,Piranga vermillon,Piranga rubra,Passeriformes,Cardinalidae,1456,6100
,,,,Piranga,olivacea,Scarlet Tanager,Piranga écarlate,Piranga olivacea,Passeriformes,Cardinalidae,1457,6080
,,,,Piranga,ludoviciana,Western Tanager,Piranga à tête rouge,Piranga ludoviciana,Passeriformes,Cardinalidae,1458,6070
,,,,Cardinalis,cardinalis,Northern Cardinal,Cardinal rouge,Cardinalis cardinalis,Passeriformes,Cardinalidae,1466,5930
,,,,Cardinalis,sinuatus,Pyrrhuloxia,Cardinal pyrrhuloxia,Cardinalis sinuatus,Passeriformes,Cardinalidae,1467,5940
,,,,Cardinalis,cardinalis / sinuatus,unid. Northern Cardinal / Pyrrhuloxia,unid Cardinal rouge / Cardinal pyrrhuloxia,Cardinalis cardinalis / sinuatus,Passeriformes,Cardinalidae,1468,5935
,,,,Pheucticus,ludovicianus,Rose-breasted Grosbeak,Cardinal à poitrine rose,Pheucticus ludovicianus,Passeriformes,Cardinalidae,1470,5950
,,,,Pheucticus,melanocephalus,Black-headed Grosbeak,Cardinal à tête noire,Pheucticus melanocephalus,Passeriformes,Cardinalidae,1471,5960
,,,,Passerina,caerulea,Blue Grosbeak,Guiraca bleu,Passerina caerulea,Passeriformes,Cardinalidae,1477,5970
,,,,Passerina,amoena,Lazuli Bunting,Passerin azuré,Passerina amoena,Passeriformes,Cardinalidae,1478,5990
,,,,Passerina,cyanea,Indigo Bunting,Passerin indigo,Passerina cyanea,Passeriformes,Cardinalidae,1479,5980
,,,,Passerina,amoena x cyanea,hybrid Lazuli Bunting x Indigo Bunting,hybride Passerin azuré x Passerin indigo,Passerina amoena x cyanea,Passeriformes,Cardinalidae,1480,5986
,,,,Passerina,versicolor,Varied Bunting,Passerin varié,Passerina versicolor,Passeriformes,Cardinalidae,1483,6000
,,,,Passerina,ciris,Painted Bunting,Passerin nonpareil,Passerina ciris,Passeriformes,Cardinalidae,1484,6010
,,,,Spiza,americana,Dickcissel,Dickcissel d'Amérique,Spiza americana,Passeriformes,Cardinalidae,1485,6040
secondary,EP,checked 10/04/2022 (article incomplete),"Mobley, J. A. and E. de Juana (2020). Masked Tityra (Tityra semifasciata), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.mastit1.01",Tityra,semifasciata,Masked Tityra,,Tityra semifasciata,,,,
tertiary,EP,9/29/2022,"Meyburg, B.-U., J. S. Marks, and E. F. J. Garcia (2020). Eurasian Sparrowhawk (Accipiter nisus), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.eurspa1.01",Accipiter,nisus,Eurasian Sparrowhawk,,Accipiter nisus,,,,
tertiary,,NOT IN BBS but should be entered,,Amazilia,rutila,Cinnamon Hummingbird,,Amazilia rutila,,,,
tertiary,EP,checked 10/04/2022 (article incomplete),"Weller, A.A. and G. M. Kirwan (2021). Berylline Hummingbird (Saucerottia beryllina), version 1.1. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.berhum.01.1",Saucerottia,beryllina,Berylline Hummingbird,,Saucerottia beryllina,,,,
